iter	MAE	RMSE
371	915.9940551	1286.374117
372	915.9924906	1286.372684
373	915.9833385	1286.356557
374	915.9414111	1286.305993
375	915.9461045	1286.301759
376	915.8988579	1286.261282
377	915.8989362	1286.261157
378	915.8007666	1286.174096
379	915.8004537	1286.17366
380	915.7316959	1286.002384
381	915.7322434	1286.002322
382	915.7196496	1285.979401
383	915.6959481	1285.963019
384	915.6738892	1285.918856
385	915.6754537	1285.918295
386	915.0732165	1285.635529
387	915.0689925	1285.631168
388	914.9649562	1285.555528
389	914.9663642	1285.554905
390	914.9496245	1285.538082
391	914.9315551	1285.513594
392	914.9200563	1285.507737
393	914.8931477	1285.471659
394	914.8947121	1285.471036
395	914.8796934	1285.456393
396	914.8629537	1285.434272
397	914.8539581	1285.431218
398	914.8496558	1285.423803
399	914.8214956	1285.390153
400	914.7861389	1285.30297
401	914.7860607	1285.302908
402	914.7788642	1285.302284
403	914.7755006	1285.299355
404	914.6842929	1285.206557
405	914.6840582	1285.206557
406	914.6736546	1285.186177
407	914.6202284	1285.108828
408	914.6211671	1285.108704
409	914.3385482	1284.883051
410	914.3394869	1284.882677
411	914.1955569	1284.790098
412	914.1964174	1284.789974
413	914.1887516	1284.785173
414	914.1020807	1284.642395
415	914.1045056	1284.641647
416	914.0628129	1284.598249
417	914.0467772	1284.589644
418	914.0415363	1284.544872
419	913.9742647	1284.463245
420	913.9709793	1284.433748
421	913.9719962	1284.415725
422	913.9739518	1284.415101
423	913.4342929	1284.16525
424	913.435388	1284.164751
425	913.3487171	1284.058834
426	913.3508292	1284.058272
427	913.3279099	1284.031386
428	913.3274406	1284.031074
429	913.3227472	1283.993333
430	913.1885951	1283.880663
431	913.1894556	1283.880413
432	913.0196339	1283.604312
433	913.0226064	1283.603501
434	912.9418023	1283.545091
435	912.9423498	1283.54403
436	912.9187265	1283.51395
437	912.9200563	1283.513326
438	912.9181008	1283.51214
439	912.8685857	1283.392064
440	912.8683511	1283.392064
441	912.8602941	1283.349248
442	912.8578692	1283.347563
443	912.6490926	1283.118666
444	912.6444775	1283.111175
445	912.5954318	1282.976327
446	912.5897997	1282.970396
447	912.5936327	1282.958908
448	912.5942584	1282.958846
449	912.4366395	1282.706276
450	912.4331195	1282.703216
451	912.3606852	1282.608044
452	912.3594337	1282.607232
453	912.2507822	1282.505121
454	912.2513298	1282.504871
455	912.2462453	1282.498875
456	912.2461671	1282.498875
457	912.1614518	1282.395131
458	912.1547247	1282.390259
459	912.1494055	1282.389634
460	912.1483104	1282.37583
461	912.1484668	1282.37583
462	912.1472153	1282.373144
463	912.1485451	1282.368085
464	912.1010638	1282.323236
465	912.1023936	1282.323048
466	912.0867491	1282.298937
467	912.089174	1282.298437
468	912.0757196	1282.297937
469	912.046699	1282.258146
470	912.045291	1282.252399
471	911.9976533	1282.162254
472	911.9977315	1282.162254
473	911.9207603	1282.09172
474	911.8910357	1282.078413
475	911.8559919	1282.010686
476	911.8573217	1282.010061
477	911.7421777	1281.807297
478	911.7427253	1281.807235
479	911.7339643	1281.806922
480	911.7199625	1281.805798
481	911.7130788	1281.795112
482	911.7133917	1281.795174
483	911.707525	1281.777364
484	911.6953223	1281.758429
485	911.6935232	1281.756742
486	911.6325094	1281.701247
487	911.6328223	1281.701185
488	911.6096683	1281.657938
489	911.6096683	1281.657938
490	911.6051314	1281.648875
491	911.6072434	1281.648438
492	911.5946496	1281.627688
493	911.5971527	1281.627001
494	911.5425532	1281.576563
495	911.5440394	1281.576063
496	911.5321496	1281.558563
497	911.5307416	1281.557313
498	911.5244837	1281.533624
499	911.5095432	1281.531374
500	911.4925688	1281.466057
501	911.4949937	1281.465119
502	911.4926471	1281.461056
503	911.4924124	1281.461056
504	911.4862328	1281.445367
505	911.4915519	1281.438303
506	911.4127816	1281.332035
507	911.4149718	1281.33166
508	911.4026909	1281.314719
509	911.4026909	1281.314594
510	911.3972935	1281.311906
511	911.3979193	1281.311843
512	911.3904099	1281.296402
513	911.3919743	1281.295215
514	911.3797716	1281.293214
515	911.3809449	1281.292714
516	911.3702284	1281.279523
517	911.3678035	1281.277585
518	911.2778473	1281.154298
519	911.2776126	1281.154361
520	911.271433	1281.139543
521	911.2765957	1281.132853
522	911.2081508	1281.04363
523	911.2079944	1281.04363
524	911.2029881	1281.041379
525	911.2036921	1281.041316
526	911.1971214	1281.02806
527	911.1947747	1281.026247
528	911.1804599	1281.024121
529	911.1793648	1281.024121
530	911.140801	1280.967719
531	911.1419743	1280.967407
532	911.1156133	1280.937016
533	911.1156915	1280.936954
534	911.0185388	1280.801626
535	911.0185388	1280.801626
536	910.9989831	1280.772608
537	910.9989831	1280.772608
538	910.9415676	1280.661344
539	910.9414894	1280.660843
540	910.9426627	1280.660843
541	910.9437578	1280.660843
542	910.916067	1280.616435
543	910.9165363	1280.616435
544	910.9069149	1280.607303
545	910.8836045	1280.582783
546	910.8843085	1280.582221
547	910.8767209	1280.577467
548	910.7246558	1280.377354
549	910.7265332	1280.376728
550	910.7214487	1280.376478
551	910.6943836	1280.346511
552	910.6806946	1280.331371
553	910.6807728	1280.307973
554	910.6807728	1280.307973
555	910.6591051	1280.275753
556	910.6586358	1280.274626
557	910.5836202	1280.132909
558	910.5852628	1280.132659
559	910.5771277	1280.120395
560	910.5769712	1280.120395
561	910.5527222	1280.088107
562	910.5524875	1280.087732
563	910.5500626	1280.087356
564	910.527378	1280.075217
565	910.5272997	1280.075217
566	910.4727785	1279.973654
567	910.474734	1279.973029
568	910.4642522	1279.951
569	910.464878	1279.9505
570	910.4558824	1279.93936
571	910.455413	1279.935355
572	910.4341364	1279.913514
573	910.4329631	1279.913326
574	910.4170056	1279.89743
575	910.3451189	1279.806994
576	910.3451189	1279.806744
577	910.2502347	1279.683065
578	910.2515645	1279.682689
579	910.2456195	1279.672862
580	910.2431946	1279.671673
581	910.243664	1279.67136
582	910.2317741	1279.65496
583	910.2266896	1279.651079
584	910.2248123	1279.644569
585	910.2230914	1279.643567
586	910.208229	1279.629045
587	910.2031446	1279.616776
588	910.1663016	1279.573646
589	910.1693523	1279.572895
590	910.1673185	1279.568951
591	910.1401752	1279.544788
592	910.1412703	1279.543723
593	910.1427566	1279.533707
594	910.142913	1279.532768
595	910.1456508	1279.529137
596	910.1398623	1279.528198
597	910.1368116	1279.518808
598	910.1364205	1279.518808
599	910.043883	1279.400172
600	910.0456821	1279.399859
601	910.0413798	1279.385272
602	910.0413016	1279.385272
603	910.0234668	1279.359101
604	910.0251877	1279.358851
605	910.0233104	1279.358475
606	909.9597935	1279.25767
607	909.9595588	1279.257482
608	909.9565864	1279.255353
609	909.9563517	1279.25529
610	909.9360138	1279.240388
611	909.936092	1279.240325
612	909.9362484	1279.240075
613	909.9123123	1279.206575
614	909.9124687	1279.206575
615	909.8268148	1279.063174
616	909.828301	1279.062861
617	909.8241552	1279.051463
618	909.821965	1279.047581
619	909.8186014	1279.03994
620	909.8192272	1279.034241
621	909.8036608	1279.02253
622	909.8035826	1279.022468
623	909.8070244	1279.01013
624	909.8063986	1279.008878
625	909.7955257	1279.006248
626	909.7663486	1278.972429
627	909.7708073	1278.969422
628	909.7367804	1278.945874
629	909.7380319	1278.945623
630	909.7266114	1278.931845
631	909.6531602	1278.854431
632	909.6534731	1278.854494
633	909.6448686	1278.842969
634	909.6462766	1278.832321
635	909.6489362	1278.828563
636	909.6492491	1278.828625
637	909.4947591	1278.633689
638	909.495776	1278.633501
639	909.4709793	1278.618278
640	909.4723874	1278.617965
641	909.4700407	1278.617902
642	909.41153	1278.539342
643	909.4062891	1278.538277
644	909.4068367	1278.537713
645	909.4038642	1278.506513
646	909.3849343	1278.451942
647	909.385169	1278.451942
648	909.3827441	1278.439224
649	909.3829787	1278.439098
650	909.3529412	1278.434086
651	909.3531758	1278.434023
652	909.324781	1278.429449
653	909.324781	1278.429449
654	909.3228254	1278.399939
655	909.321965	1278.399375
656	909.2793335	1278.347807
657	909.2781602	1278.346993
658	909.1296151	1278.164203
659	909.1303191	1278.164203
660	909.1367334	1278.160882
661	909.0828379	1278.069947
662	909.0843242	1278.069696
663	909.0811952	1278.060796
664	909.0811952	1278.060796
665	909.0607791	1278.035225
666	908.9786452	1278.003449
667	908.965582	1277.990412
668	908.9656602	1277.99035
669	908.9388298	1277.987467
670	908.9397685	1277.987091
671	908.9007353	1277.910435
672	908.8997184	1277.910309
673	908.8915832	1277.905232
674	908.8821965	1277.892821
675	908.8831352	1277.892445
676	908.875	1277.879219
677	908.8746089	1277.871697
678	908.8415207	1277.848129
679	908.8431633	1277.847564
680	908.8329161	1277.834275
681	908.8340895	1277.834025
682	908.8271277	1277.826628
683	908.8057728	1277.806757
684	908.8059293	1277.806819
685	908.8080413	1277.803999
686	908.8093711	1277.803748
687	908.8077284	1277.79679
688	908.8078849	1277.796539
689	908.797403	1277.785945
690	908.7973248	1277.78582
691	908.7026752	1277.662572
692	908.6955569	1277.654986
693	908.6911765	1277.642761
694	908.6937578	1277.642134
695	908.6542553	1277.577495
696	908.6554287	1277.577369
697	908.6542553	1277.571413
698	908.6544118	1277.571162
699	908.6441646	1277.561382
700	908.6446339	1277.561382
701	908.6510482	1277.558686
702	908.6515175	1277.554924
703	908.6491708	1277.545833
704	908.5803348	1277.413971
705	908.5810388	1277.413657
706	908.578301	1277.413469
707	908.5687578	1277.408265
708	908.5628911	1277.404126
709	908.4434449	1277.288304
710	908.443132	1277.288241
711	908.3694462	1277.164632
712	908.370072	1277.164444
713	908.3540363	1277.162813
714	908.3094493	1277.098213
715	908.3096058	1277.097836
716	908.2819149	1277.07394
717	908.2828536	1277.073563
718	908.2779255	1277.037937
719	908.2772215	1277.028779
720	908.2713548	1277.024702
721	908.2102628	1276.953446
722	908.2104193	1276.953383
723	908.2012672	1276.952568
724	908.1842146	1276.92227
725	908.1835889	1276.922207
726	908.1676314	1276.90182
727	908.1627034	1276.898558
728	908.0987954	1276.794045
729	908.0994212	1276.79392
730	908.0067272	1276.692535
731	908.0069618	1276.692598
732	907.9355444	1276.598108
733	907.9362484	1276.598045
734	907.8053817	1276.296708
735	907.8052253	1276.293131
736	907.6736546	1276.130133
737	907.6763924	1276.128814
738	907.6664581	1276.081047
739	907.6676314	1276.080482
740	907.6669274	1276.055688
741	907.6678661	1276.054683
742	907.6588705	1276.049975
743	907.6505006	1276.045205
744	907.6492491	1276.043886
745	907.6451815	1276.042443
746	907.6336827	1276.008545
747	907.583229	1275.932837
748	907.5836202	1275.932837
749	907.5864362	1275.929259
750	907.5883135	1275.928945
751	907.5770494	1275.902327
752	907.5784574	1275.902076
753	907.5743899	1275.901072
754	907.574077	1275.900883
755	907.5618742	1275.864785
756	907.5560075	1275.860076
757	907.5398936	1275.782037
758	907.5409105	1275.781848
759	907.5446652	1275.780592
760	907.5308198	1275.753092
761	907.5315238	1275.753029
762	907.5317584	1275.752716
763	907.4940551	1275.687227
764	907.4952284	1275.687102
765	907.4640957	1275.601893
766	907.4622966	1275.600637
767	907.4594024	1275.596556
768	907.4603411	1275.59643
769	907.4540832	1275.596053
770	907.4303817	1275.581673
771	907.4300688	1275.581673
772	907.3838392	1275.502675
773	907.3783636	1275.498216
774	907.3726533	1275.488734
775	907.3725751	1275.488734
776	907.3283792	1275.416324
777	907.329005	1275.416072
778	907.3316646	1275.414942
779	907.3157854	1275.376317
780	907.3164111	1275.376255
781	907.3163329	1275.375061
782	907.3065551	1275.361935
783	907.3070244	1275.361935
784	907.3031915	1275.352388
785	907.2496871	1275.269356
786	907.2464018	1275.265399
787	907.2118273	1275.229282
788	907.2121402	1275.229282
789	907.1970432	1275.209245
790	907.1949312	1275.206544
791	907.1956352	1275.206481
792	907.1904725	1275.201644
793	907.1882822	1275.182235
794	907.1900814	1275.181984
795	907.1894556	1275.181858
796	907.1836671	1275.176205
797	907.1383761	1275.098375
798	907.1402534	1275.098123
799	907.1300063	1275.086439
800	907.1302409	1275.086565
801	907.0922247	1275.019723
802	907.0977785	1275.01231
803	907.0960576	1275.008038
804	907.0944149	1275.007912
805	906.9588548	1274.880312
806	906.9605757	1274.879998
807	906.9500939	1274.870322
808	906.9503285	1274.870385
809	906.952597	1274.865547
810	906.9499374	1274.86473
811	906.9128598	1274.744279
812	906.9155194	1274.743713
813	906.9118429	1274.686154
814	906.9123905	1274.685965
815	906.8902534	1274.672329
816	906.9017522	1274.66548
817	906.9021433	1274.665543
818	906.8959637	1274.659636
819	906.8619368	1274.621554
820	906.8656915	1274.601444
821	906.8660044	1274.601507
822	906.864831	1274.600564
823	906.84199	1274.585545
824	906.8366708	1274.581271
825	906.8313517	1274.58058
826	906.8291615	1274.55783
827	906.8272841	1274.557139
828	906.8218085	1274.550226
829	906.7456977	1274.492406
830	906.7488267	1274.491464
831	906.7368586	1274.490395
832	906.7341208	1274.485933
833	906.7338861	1274.482728
834	906.7294274	1274.478391
835	906.7190238	1274.439047
836	906.7117491	1274.436281
837	906.68398	1274.412146
838	906.6842146	1274.411643
839	906.6790519	1274.387382
840	906.6792866	1274.387382
841	906.6727159	1274.380405
842	906.6527691	1274.367457
843	906.6530038	1274.35608
844	906.6533166	1274.356017
845	906.5655507	1274.27204
846	906.5671151	1274.268897
847	906.5641427	1274.261291
848	906.5500626	1274.251359
849	906.5499061	1274.250227
850	906.5287078	1274.239541
851	906.5002347	1274.167437
852	906.5003911	1274.167249
853	906.494368	1274.159328
854	906.4780194	1274.128838
855	906.4260013	1274.111298
856	906.4268617	1274.108532
857	906.425923	1274.104634
858	906.4233417	1274.103251
859	906.422403	1274.084013
860	906.4265488	1274.07999
861	906.4071496	1274.049246
862	906.4081665	1274.048995
863	906.3888454	1274.029002
864	906.3893148	1274.029065
865	906.3832916	1274.018439
866	906.3822747	1274.018062
867	906.3751564	1274.017182
868	906.3516896	1273.969964
869	906.3516896	1273.969838
870	906.3444931	1273.961665
871	906.3445713	1273.961665
872	906.282306	1273.86213
873	906.2830882	1273.861941
874	906.2861389	1273.852949
875	906.2585263	1273.820251
876	906.2593085	1273.820126
877	906.2449937	1273.802141
878	906.2453066	1273.802078
879	906.2395964	1273.791765
880	906.2288016	1273.779881
881	906.2300532	1273.779755
882	906.2204318	1273.762462
883	906.2209011	1273.762273
884	906.2180851	1273.761015
885	906.2016583	1273.752903
886	906.2017365	1273.752903
887	906.1293023	1273.681275
888	906.1296934	1273.681149
889	906.0605444	1273.61568
890	906.0571809	1273.61436
891	906.0505319	1273.610901
892	906.0436483	1273.600272
893	906.0447434	1273.600272
894	906.0441959	1273.591655
895	906.0329318	1273.582725
896	906.0402847	1273.577945
897	906.0488892	1273.559139
898	906.0493586	1273.559076
899	905.982791	1273.499199
900	905.9845901	1273.498885
901	905.9847466	1273.488444
902	905.9849812	1273.484544
903	905.9763767	1273.475549
904	905.9766896	1273.475549
905	905.9157541	1273.420763
906	905.9134856	1273.414473
907	905.8985451	1273.371322
908	905.8990144	1273.371259
909	905.8848561	1273.36327
910	905.8835263	1273.362201
911	905.880632	1273.357168
912	905.873592	1273.352262
913	905.8653004	1273.328672
914	905.8656133	1273.325338
915	905.862015	1273.323514
916	905.8508292	1273.303572
917	905.8503598	1273.300364
918	905.8421464	1273.292564
919	905.843398	1273.292438
920	905.8257196	1273.271552
921	905.8204787	1273.266142
922	905.8067115	1273.255322
923	905.8064768	1273.250352
924	905.7984981	1273.24318
925	905.7842616	1273.227075
926	905.7845745	1273.227138
927	905.743664	1273.19348
928	905.745072	1273.193228
929	905.7449937	1273.186371
930	905.7453066	1273.186371
931	905.6875782	1273.135536
932	905.6892209	1273.133397
933	905.6650501	1273.09313
934	905.6594962	1273.091872
935	905.6575407	1273.089921
936	905.6533949	1273.089607
937	905.6490926	1273.086524
938	905.6476064	1273.086146
939	905.5833073	1273.046948
940	905.5840895	1273.046696
941	905.5796308	1273.045626
942	905.5618742	1273.033797
943	905.5626564	1273.03342
944	905.5631258	1273.015865
945	905.5635951	1273.015865
946	905.5000782	1272.937651
947	905.5001564	1272.936204
948	905.4729349	1272.901216
949	905.4739518	1272.901154
950	905.4665207	1272.894043
951	905.4630006	1272.891085
952	905.4543179	1272.86132
953	905.4558041	1272.861131
954	905.4542397	1272.860439
955	905.4411765	1272.850811
956	905.4428974	1272.850559
957	905.4408636	1272.850307
958	905.4444618	1272.846846
959	905.4267053	1272.825261
960	905.4217772	1272.823562
961	905.3850125	1272.792285
962	905.3842303	1272.791593
963	905.3807885	1272.786873
964	905.3815707	1272.786621
965	905.375704	1272.785551
966	905.3665519	1272.776803
967	905.365535	1272.77567
968	905.3538798	1272.774097
969	905.3540363	1272.774034
970	905.3520025	1272.773153
971	905.353567	1272.772838
972	905.3571652	1272.77158
973	905.3107009	1272.717896
974	905.3114049	1272.717582
975	905.303739	1272.704176
976	905.3047559	1272.703924
977	905.2794118	1272.687875
978	905.2790989	1272.687749
979	905.2548498	1272.671952
980	905.2515645	1272.669749
981	905.1541771	1272.569484
982	905.1547247	1272.567092
983	905.1465113	1272.560672
984	905.1468242	1272.56042
985	905.131336	1272.537697
986	905.1290676	1272.536564
987	905.1217146	1272.520072
988	905.1213235	1272.520072
989	905.1175688	1272.515981
990	905.1157697	1272.514407
991	905.0876095	1272.484444
992	905.0855757	1272.484067
993	905.0427879	1272.42949
994	905.0425532	1272.429427
995	905.004928	1272.390649
996	905.0053191	1272.390649
997	904.9982791	1272.379443
998	904.9964018	1272.379002
999	905.0021902	1272.376799
